FIPS,state_abbr,year,County_Name,Median_Income,Below_Poverty,Population,Edu_HS_Grad,Edu_Bachelors
46019,SD,2019,"Butte County, South Dakota",46508.0,1125.0,10225.0,976.0,17.0
46031,SD,2019,"Corson County, South Dakota",35759.0,1844.0,4150.0,340.0,4.0
46045,SD,2019,"Edmunds County, South Dakota",71324.0,177.0,3909.0,518.0,24.0
46021,SD,2019,"Campbell County, South Dakota",54449.0,59.0,1485.0,273.0,12.0
46007,SD,2019,"Bennett County, South Dakota",47500.0,1193.0,3425.0,254.0,2.0
46055,SD,2019,"Haakon County, South Dakota",42250.0,241.0,2018.0,187.0,6.0
46075,SD,2019,"Jones County, South Dakota",46149.0,98.0,793.0,126.0,0.0
46093,SD,2019,"Meade County, South Dakota",60578.0,1847.0,27717.0,3448.0,105.0
46125,SD,2019,"Turner County, South Dakota",59242.0,886.0,8300.0,992.0,39.0
46013,SD,2019,"Brown County, South Dakota",58216.0,3950.0,38915.0,5418.0,241.0
46061,SD,2019,"Hanson County, South Dakota",64696.0,260.0,3399.0,311.0,2.0
46087,SD,2019,"McCook County, South Dakota",61507.0,521.0,5548.0,603.0,24.0
46095,SD,2019,"Mellette County, South Dakota",30650.0,1042.0,2052.0,129.0,0.0
46101,SD,2019,"Moody County, South Dakota",61538.0,726.0,6507.0,727.0,19.0
46103,SD,2019,"Pennington County, South Dakota",57039.0,14833.0,110685.0,15658.0,837.0
46127,SD,2019,"Union County, South Dakota",70378.0,1305.0,15368.0,1984.0,209.0
46097,SD,2019,"Miner County, South Dakota",52910.0,148.0,2211.0,227.0,8.0
