site_id,percent_bass,state,stock_size,wae_mod_lifestage,wae_repro,year,lake_waterarea_ha,lake_lat_decdeg,lake_lon_decdeg,lake_shorelinedevfactor,gdd_wtr_5c,tsi,trophic,stock_density,wae_mod,lake_maxdepth_m,rsvr,wae_cpe,wae_yoy,wae_age_1,wae_age_2
nhdhr_120020200,0.330493596,MN,large_fingerling,age_1,none,2009,95.98071738,44.87697895,-93.53015221,2.149382411,2581.430555,68.74904811,eutrophic,48.82230648,0.437598736,8.81778717,RSVR,NA,NA,0.5,NA
nhdhr_120019962,0.49082364,MN,large_fingerling,age_1,none,2006,237.8690154,46.5100858,-93.46375668,1.214205791,2477.367889,47.13118852,mesotrophic,65.47721221,0.393364929,14.53459644,NL,NA,NA,0.416666667,NA
nhdhr_120019969,0.417560622,MN,large_fingerling,age_1,none,2008,158.3428088,46.50400874,-93.60660202,1.322031149,2235.214476,56.66396214,eutrophic,109.8565836,0.060031596,11.27299786,NL,NA,NA,0.111111111,NA
nhdhr_120018925,0.45668738,MN,large_fingerling,age_1,combo,2006,618.350122,47.34043427,-94.29779967,1.507848039,2397.408926,49.0914657,mesotrophic,177.4172853,0.134281201,16.07615471,NL,NA,NA,0.166666667,NA
nhdhr_72863677,0.470768229,MN,large_fingerling,age_1,combo,2005,306.643767,46.90869065,-94.30459202,1.973882451,2437.631125,44.16902117,mesotrophic,17.16649926,0.255924171,20.39653206,NL,NA,NA,0.25,NA
nhdhr_114539919,0.51748976,MN,large_fingerling,age_1,combo,2007,189.2264407,48.05756452,-90.42174401,2.7516812,2097.737689,37.6121314,mesotrophic,69.26621857,0.060031596,21.6397438,RSVR,NA,NA,0.111111111,NA
nhdhr_120018346,0.488333954,MN,large_fingerling,age_1,none,2011,263.3615011,45.89931306,-95.32744136,1.442082604,2458.897401,57.76902117,eutrophic,37.89468072,0.890995261,19.20049286,NL,NA,NA,4.333333333,NA
nhdhr_58125277,0.450663909,MN,large_fingerling,age_1,combo,2011,726.3016207,45.92947391,-95.34103632,1.567803876,2473.943084,50.96902117,eutrophic,18.67681362,0.778830964,25.8788414,NL,NA,NA,2.083333333,NA
nhdhr_58125241,1,MN,large_fingerling,age_1,none,2008,1056.64497,45.95631761,-95.36976811,1.790065566,2280.121148,49.0914657,mesotrophic,42.05575311,0.116903633,48.51011658,NL,4,NA,0.133333333,NA
nhdhr_58125241,0.980392157,MN,large_fingerling,age_1,none,2010,1056.64497,45.95631761,-95.36976811,1.790065566,2506.02459,49.29610672,mesotrophic,13.62425451,0.371248025,48.51011658,NL,4.53000021,NA,0.4,NA
nhdhr_58123651,0.348366627,MN,large_fingerling,age_1,combo,2013,259.7858485,46.06125856,-95.30750841,1.153637179,2463.045991,55.00575451,eutrophic,36.36456741,0.510268562,13.35996056,NL,NA,NA,0.583333333,NA
nhdhr_86366027,0.491277039,MN,large_fingerling,age_1,combo,2008,329.1581004,45.78158541,-95.36345126,2.197668052,2340.19715,49.0914657,mesotrophic,55.43232865,0.255924171,23.7417202,NL,NA,NA,0.25,NA
nhdhr_120018709,0.35365681,MN,large_fingerling,age_1,none,2009,86.31273961,45.77490086,-95.39758429,1.507442391,2209.244983,61.3606155,eutrophic,67.6609273,0.134281201,5.789832592,NL,NA,NA,0.166666667,NA
nhdhr_120018705,0.402542086,MN,large_fingerling,age_1,none,2013,292.6277417,45.82810201,-95.60564786,2.314592857,2439.652828,55.63083143,eutrophic,50.56595083,0.134281201,5.786954403,NL,NA,NA,0.166666667,NA
nhdhr_120018681,0.397315741,MN,large_fingerling,age_1,none,2012,155.494275,45.99415656,-95.62960218,1.644767845,2663.194184,67.85825732,hyper_eutrophic,32.46421774,0.494470774,4.266589642,NL,NA,NA,0.555555556,NA
nhdhr_120018211,0.397341838,MN,large_fingerling,age_1,none,2009,324.6329052,45.0302281,-93.64974601,1.463897279,2483.151828,63.95928676,eutrophic,51.9540679,0.565560821,18.20520592,NL,NA,NA,0.75,NA
nhdhr_120020742,0.472354646,MN,large_fingerling,age_1,combo,2005,193.3072813,47.01584296,-94.72554984,1.523708724,2387.027792,45.66389201,mesotrophic,8.385612737,0.023696682,24.38281059,NL,NA,NA,0.083333333,NA
nhdhr_120020737,0.46727715,MN,large_fingerling,age_1,none,2006,145.7687802,47.02755352,-94.82034738,1.523812575,2279.351362,43.33909669,mesotrophic,30.92568926,0.584518167,29.2561512,NL,NA,NA,0.777777778,NA
nhdhr_59807181,0.397622974,MN,large_fingerling,age_1,combo,2006,139.6272785,46.88094944,-94.91334416,2.010786604,2394.900846,48.14676617,mesotrophic,45.46389552,0.66192733,7.258488178,NL,NA,NA,1.222222222,NA
nhdhr_120020766,0.475049526,MN,large_fingerling,age_1,combo,2006,600.8427647,46.93512716,-94.88845041,4.143279292,2243.982503,41.34676617,mesotrophic,15.54816093,0.255924171,15.23925591,RSVR,NA,NA,0.25,NA
nhdhr_120020779,0.503530547,MN,large_fingerling,age_1,combo,2008,786.5468848,46.90515579,-94.99178488,2.927781126,2109.394736,54.94676617,eutrophic,13.97119512,0.004739336,39.30633926,RSVR,NA,NA,0.066666667,NA
nhdhr_167258153,0.435875499,MN,large_fingerling,age_1,combo,2012,159.4335986,47.02974682,-94.9487648,1.982933423,2249.17832,46.35813221,mesotrophic,50.27171232,0.565560821,35.04397964,RSVR,NA,NA,0.75,NA
nhdhr_59805663,0.503796782,MN,large_fingerling,age_1,combo,2008,129.6432509,47.01720867,-95.00495017,1.240876206,2119.966705,48.14676617,mesotrophic,4.157563131,0.935229068,25.60122681,NL,NA,NA,6.555555556,NA
nhdhr_120019491,0.466468972,MN,large_fingerling,age_1,combo,2008,330.2955887,47.19748762,-94.97693786,1.401579244,2083.160781,56.37347816,eutrophic,11.85301934,0.023696682,8.838190079,NL,NA,NA,0.083333333,NA
nhdhr_120020743,0.359950766,MN,large_fingerling,age_1,combo,2009,840.9615999,47.00230724,-95.05240701,2.239433949,2002.532378,54.09315617,eutrophic,16.4466487,0.281200632,26.47675514,RSVR,NA,NA,0.266666667,NA
nhdhr_59805399,0.497091699,MN,large_fingerling,age_1,none,2007,228.6547208,47.0201921,-95.20359325,2.062300281,2528.007975,53.95928676,eutrophic,5.786016555,0.410742496,18.28710747,RSVR,NA,NA,0.444444444,NA
nhdhr_120018495,0.367707973,MN,large_fingerling,age_1,none,2008,508.5308667,46.77113769,-95.89577737,1.277426062,2347.753753,57.13118852,eutrophic,22.8560364,0.437598736,15.06833935,NL,NA,NA,0.5,NA
nhdhr_120018510,0.484781261,MN,large_fingerling,age_1,none,2008,746.9331882,46.74249073,-95.897232,1.141427382,2330.675343,50.1449957,eutrophic,21.34996845,0.371248025,13.0989666,NL,NA,NA,0.4,NA
nhdhr_120020928,0.519297326,MN,large_fingerling,age_1,combo,2008,889.3170968,47.42210371,-93.52274644,3.223401376,2024.424702,40.1449957,mesotrophic,13.13592198,0.004739336,35.05028915,RSVR,NA,NA,0.066666667,NA
nhdhr_120018774,0.436094072,MN,small_fingerling,age_1,combo,2009,899.8779107,45.30793726,-95.10311571,2.651672449,2334.381021,71.20294234,hyper_eutrophic,0.354492533,0.870458136,9.26044178,NL,NA,NA,3.571428571,NA
nhdhr_122551004,0,MN,fry,yoy,none,2007,1445.942418,45.06372158,-95.93104591,3.229165729,3063.947304,70.05886512,hyper_eutrophic,2079.347672,0.683417085,3.047851324,RSVR,6.170000076,68,1.5,NA
nhdhr_122551004,0.774509804,MN,large_fingerling,age_1,none,2011,1445.942418,45.06372158,-95.93104591,3.229165729,2824.463386,69.35826356,hyper_eutrophic,95.19742854,0.023696682,3.047851324,RSVR,16.32999992,538.29,0.083333333,NA
nhdhr_122551004,0,MN,large_fingerling,age_1,none,2013,1445.942418,45.06372158,-95.93104591,3.229165729,2789.619732,72.35476708,hyper_eutrophic,8.137253499,0.895734597,3.047851324,RSVR,5.333333492,106,4.583333333,NA
nhdhr_34242518,0.464795468,MN,fry,yoy,none,2013,104.9305982,44.36808287,-93.64109413,1.079743906,2734.430572,56.57593478,eutrophic,1879.718627,0.211055276,20.36104202,NL,NA,4.22,0.166666667,NA
nhdhr_122851980,0,MN,large_fingerling,age_1,none,2008,618.6213086,44.49356658,-96.45603666,2.179449972,2612.329725,71.55126157,hyper_eutrophic,0.753287987,0.437598736,2.4384,RSVR,2.130000114,13.2,0.5,NA
nhdhr_82958003,0.349309499,MN,fry,yoy,none,2011,148.4224585,44.61675734,-95.68077881,1.375667641,2786.111463,77.36965594,hyper_eutrophic,1637.737324,0.964824121,2.438229322,NL,NA,311.99,49,NA
nhdhr_121839184,0.492590927,MN,large_fingerling,age_1,none,2006,445.7570925,47.23263513,-95.64474405,1.092191009,2370.868146,46.23599282,mesotrophic,22.93401534,0.529225908,8.342006683,NL,NA,NA,0.666666667,NA
nhdhr_121839184,0.941176471,MN,large_fingerling,age_1,none,2007,445.7570925,47.23263513,-95.64474405,1.092191009,2454.675033,45.45824107,mesotrophic,6.840048203,0.437598736,8.342006683,NL,8.5,NA,0.5,NA
nhdhr_120020688,0.506849322,MN,large_fingerling,age_1,none,2012,90.73675585,43.65104952,-94.46694084,2.585686568,3061.558942,64.21397992,eutrophic,6.976224729,0.287519747,5.636028767,RSVR,NA,NA,0.333333333,NA
nhdhr_120020695,0.338042817,MN,large_fingerling,age_1,none,2007,167.2262089,43.7291591,-94.74691943,1.908421746,3114.092725,66.60986249,eutrophic,183.0933094,0.726698262,4.013221264,NL,NA,NA,1.666666667,NA
nhdhr_120018642,0.536311625,MN,large_fingerling,age_1,none,2009,2231.843113,46.29014169,-95.68422296,1.781061499,2179.313283,42.55838904,mesotrophic,35.29773196,0.4328594,32.91679382,NL,NA,NA,0.466666667,NA
nhdhr_120018557,0.424006453,MN,large_fingerling,age_1,none,2012,393.9601434,46.58109548,-95.76692865,1.306210082,2495.958494,44.16902117,mesotrophic,8.224182202,0.134281201,12.79992008,NL,NA,NA,0.166666667,NA
nhdhr_86277937,0.424442188,MN,large_fingerling,age_1,none,2010,236.5255295,46.58212274,-95.78856202,1.375454014,2544.047694,44.16902117,mesotrophic,15.49092822,0.808846761,18.89508629,NL,NA,NA,2.444444444,NA
nhdhr_120020043,0.390986355,MN,large_fingerling,age_1,none,2005,540.999656,46.20810313,-95.82859256,1.503915807,2646.474403,52.12451118,eutrophic,21.88910819,0.805687204,28.92769051,NL,NA,NA,2.416666667,NA
nhdhr_120020043,0.36981777,MN,large_fingerling,age_1,none,2009,540.999656,46.20810313,-95.82859256,1.503915807,2232.443849,52.12451118,eutrophic,21.54714863,0.287519747,28.92769051,NL,NA,NA,0.333333333,NA
nhdhr_120018645,0.364196971,MN,large_fingerling,age_1,combo,2008,291.2511216,46.27318785,-95.96407057,1.746842501,2371.96212,55.73201125,eutrophic,18.21452213,0.59399684,8.2,NL,NA,NA,0.833333333,NA
nhdhr_120018645,0.380728423,MN,large_fingerling,age_1,combo,2012,291.2511216,46.27318785,-95.96407057,1.746842501,2563.418747,57.13587722,eutrophic,8.700395679,0.410742496,8.2,NL,NA,NA,0.444444444,NA
nhdhr_86282713,0.473695256,MN,large_fingerling,age_1,none,2010,71.21687796,46.25265626,-96.03637336,1.067296976,2682.717557,46.30537027,mesotrophic,42.6163023,0.67614534,13.7,NL,NA,NA,1.333333333,NA
nhdhr_120018610,0.475704064,MN,large_fingerling,age_1,none,2010,288.1465819,46.41169606,-96.05021211,1.119187416,2610.282689,54.94676617,eutrophic,22.91889065,0.717219589,22.84144592,NL,NA,NA,1.583333333,NA
nhdhr_122548388,0,MN,fry,yoy,none,2011,54.52114956,45.32013907,-96.35818685,2.793803371,2806.649363,71.36902117,hyper_eutrophic,1834.150615,0.854271357,3.778808117,RSVR,1.5,136,6,NA
nhdhr_114336965,0.380082363,MN,small_fingerling,age_1,none,2009,173.7380554,45.5614799,-96.44401193,1.04601661,2569.719091,77.85755608,hyper_eutrophic,0.707962339,0.930489731,2.438273668,NL,NA,51,6.5,NA
nhdhr_120018721,0.446641384,MN,large_fingerling,age_1,none,2012,215.1290755,45.71161991,-95.29198434,1.083149614,2711.591741,58.62496476,eutrophic,12.30424104,0.060031596,4.571776867,NL,NA,NA,0.111111111,NA
nhdhr_120020240,0.517456215,MN,large_fingerling,age_1,none,2007,380.774287,44.73291104,-93.41241455,3.356944438,3012.330586,62.53201125,eutrophic,12.92891923,0.524486572,16.72362137,RSVR,NA,NA,0.625,NA
nhdhr_120020240,0.348439673,MN,large_fingerling,age_1,none,2009,380.774287,44.73291104,-93.41241455,3.356944438,2566.533192,55.45824107,eutrophic,34.40883601,0.437598736,16.72362137,RSVR,NA,NA,0.5,NA
nhdhr_120020235,0.338805448,MN,large_fingerling,age_1,none,2006,117.9462521,44.73716627,-93.51717303,2.956380756,2863.724659,74.15287953,hyper_eutrophic,24.4857293,0.134281201,6.704992771,RSVR,NA,NA,0.166666667,NA
nhdhr_120017991,0.305156707,MN,large_fingerling,age_1,none,2008,174.8646969,45.26037937,-93.00142991,1.48624785,2632.432265,57.13118852,eutrophic,73.4625126,0.134281201,8.533584595,NL,NA,NA,0.166666667,NA
nhdhr_120018046,0.594108299,MN,large_fingerling,age_1,none,2005,974.7547055,45.07035109,-92.97449491,1.900526473,2908.91202,48.77991012,mesotrophic,57.1323223,0.056872038,25.27620316,NL,NA,NA,0.1,NA
nhdhr_120018046,0.503965869,MN,large_fingerling,age_1,none,2011,974.7547055,45.07035109,-92.97449491,1.900526473,2677.923023,50.84561921,eutrophic,38.70409631,0.105845182,25.27620316,NL,NA,NA,0.125,NA
nhdhr_120018989,0.543139227,MN,large_fingerling,age_1,none,2007,378.5231793,47.0323852,-94.16272095,3.079453815,2429.735482,48.14676617,mesotrophic,46.3274139,0.023696682,35.04167557,RSVR,NA,NA,0.083333333,NA
nhdhr_72863493,0.449974741,MN,large_fingerling,age_1,none,2012,508.3424162,46.93985137,-94.54873771,2.576279123,2348.299784,44.16902117,mesotrophic,43.44905972,0.023696682,13.71533108,NL,NA,NA,0.083333333,NA
nhdhr_120019016,0.531388664,MN,large_fingerling,age_1,none,2009,2033.345825,46.97071977,-94.57774401,2.232483006,2014.662923,38.07805835,mesotrophic,20.70675803,0.483412322,63.35854721,RSVR,NA,NA,0.533333333,NA
nhdhr_58125241,0.669484566,MN,large_fingerling,age_1,none,2012,1056.64497,45.95631761,-95.36976811,1.790065566,2539.838019,41.34676617,mesotrophic,23.30489492,0.004739336,48.51011658,NL,NA,NA,0.066666667,NA
nhdhr_58123651,0.429294626,MN,large_fingerling,age_1,combo,2009,259.7858485,46.06125856,-95.30750841,1.153637179,2257.224937,58.92451118,eutrophic,18.70771648,0.813586098,13.35996056,NL,NA,NA,2.5,NA
nhdhr_58125473,0.467654601,MN,large_fingerling,age_1,none,2011,422.0085608,45.9185881,-95.3960807,1.480923855,2481.641834,51.52003093,eutrophic,18.43564497,0.134281201,18.89667702,NL,NA,NA,0.166666667,NA
nhdhr_120018680,0.502030698,MN,large_fingerling,age_1,none,2008,92.88493147,45.990768,-95.57633366,1.386482683,2422.956364,50.1449957,eutrophic,61.58157097,0.134281201,10.66747952,NL,NA,NA,0.166666667,NA
nhdhr_120018670,0.377424443,MN,large_fingerling,age_1,none,2009,241.673073,46.07235605,-95.58466992,1.439907597,2248.584896,53.15813221,eutrophic,61.45492262,0.494470774,4.876549721,RSVR,NA,NA,0.555555556,NA
nhdhr_120018705,0.396035214,MN,large_fingerling,age_1,none,2009,292.6277417,45.82810201,-95.60564786,2.314592857,2213.534658,53.21928095,eutrophic,53.76455393,0.832543444,5.786954403,NL,NA,NA,2.833333333,NA
nhdhr_86273637,0.529026901,MN,large_fingerling,age_1,none,2007,127.8602852,46.87213589,-95.73053973,2.387321462,2472.121423,40,mesotrophic,32.03496686,0.287519747,12.33614731,RSVR,NA,NA,0.333333333,NA
nhdhr_120018482,0.403628771,MN,large_fingerling,age_1,none,2012,208.98978,46.79499107,-96.03050472,3.003616616,2503.473654,52.12451118,eutrophic,11.31155792,0.368088468,7.924379349,RSVR,NA,NA,0.375,NA
nhdhr_120018509,0.362359859,MN,large_fingerling,age_1,none,2012,254.899507,46.7321821,-96.09868167,1.835359748,2505.772885,56.45903464,eutrophic,7.014529064,0.105845182,5.788612843,NL,NA,NA,0.125,NA
nhdhr_120018487,0.346451068,MN,large_fingerling,age_1,none,2006,354.3005466,46.77858297,-96.13188776,2.316837122,2514.354212,59.02389203,eutrophic,21.88819654,0.287519747,8.826126099,RSVR,NA,NA,0.333333333,NA
nhdhr_120018487,0.345569788,MN,large_fingerling,age_1,none,2011,354.3005466,46.77858297,-96.13188776,2.316837122,2462.920989,63.25903464,eutrophic,20.75921155,0.75671406,8.826126099,RSVR,NA,NA,2,NA
nhdhr_47727759,0.473399618,MN,large_fingerling,age_1,combo,2005,487.7720182,47.15701197,-93.67103207,1.166708624,2328.65175,45.45824107,mesotrophic,10.11743154,0.933649289,32.00243759,NL,NA,NA,6.545454545,NA
nhdhr_118874447,0.461545396,MN,large_fingerling,age_1,none,2010,32.78389292,43.76328585,-95.04760134,1.088058988,2984.655672,71.34188569,hyper_eutrophic,84.43170575,0.287519747,3.505344152,NL,NA,NA,0.333333333,NA
nhdhr_81003887,0.384889717,MN,large_fingerling,age_1,none,2008,42.07673024,47.64505659,-91.34939047,1.752347373,1816.467123,48.7637026,mesotrophic,185.8509432,0.287519747,3.6,NL,NA,NA,0.333333333,NA
nhdhr_166868529,0.471883675,MN,large_fingerling,age_1,none,2009,101.7653646,47.67029071,-94.53078322,1.614381531,2067.121678,44.04494214,mesotrophic,22.2669079,0.134281201,16.75898743,NL,NA,NA,0.166666667,NA
nhdhr_120017978,0.461252841,MN,large_fingerling,age_1,none,2012,186.6678522,47.7293817,-94.73690879,1.415817808,2244.808312,45.01620447,mesotrophic,20.26058561,0.235387046,13.38854599,NL,NA,NA,0.222222222,NA
nhdhr_121840225,0.429946095,MN,large_fingerling,age_1,combo,2005,330.7047318,47.15109289,-95.60356353,1.312449586,2321.797137,60.89315617,eutrophic,6.92460609,0.813586098,12.35782623,NL,NA,NA,2.5,NA
nhdhr_120020691,0.320634031,MN,large_fingerling,age_1,combo,2010,224.5766998,43.62239051,-94.46860845,1.491935049,3052.464159,70,hyper_eutrophic,10.838168,0.529225908,7.619627953,NL,NA,NA,0.666666667,NA
nhdhr_120020695,0.304599206,MN,large_fingerling,age_1,none,2011,167.2262089,43.7291591,-94.74691943,1.908421746,2856.010164,64.55515351,eutrophic,86.15874327,0.79778831,4.013221264,NL,NA,NA,2.333333333,NA
nhdhr_107118136,0.338348186,MN,large_fingerling,age_1,none,2006,83.22725566,46.13756347,-95.33508657,2.172545332,2506.637137,58.29566345,eutrophic,63.47680166,0.134281201,5.862593651,NL,NA,NA,0.166666667,NA
nhdhr_107116608,0.484880563,MN,large_fingerling,age_1,none,2009,65.13008158,46.4191809,-95.55252268,1.145872214,2188.264834,42.88762196,mesotrophic,36.41942314,0.287519747,13.08961296,NL,NA,NA,0.333333333,NA
nhdhr_120018653,0.55387962,MN,large_fingerling,age_1,none,2008,1015.632712,46.23748787,-95.66778456,2.049499794,2349.861642,46.35813221,mesotrophic,22.00106371,0.004739336,20.91349411,NL,NA,NA,0.066666667,NA
nhdhr_120018653,0.50252217,MN,large_fingerling,age_1,none,2011,1015.632712,46.23748787,-95.66778456,2.049499794,2501.944353,46.35813221,mesotrophic,29.59829833,0.116903633,20.91349411,NL,NA,NA,0.133333333,NA
nhdhr_120018569,0.370030241,MN,large_fingerling,age_1,combo,2011,648.9298931,46.53189238,-95.67357614,1.559165169,2471.206518,52.12451118,eutrophic,33.66003051,0.2164297,18.3,NL,NA,NA,0.2,NA
nhdhr_86277503,0.449693621,MN,large_fingerling,age_1,combo,2007,482.0195907,46.61100508,-95.70381616,1.329853035,2519.283337,44.16902117,mesotrophic,10.27344136,0.287519747,33.21754456,NL,NA,NA,0.333333333,NA
nhdhr_86277503,0.37279738,MN,large_fingerling,age_1,combo,2011,482.0195907,46.61100508,-95.70381616,1.329853035,2372.047693,44.16902117,mesotrophic,31.00288928,0.897314376,33.21754456,NL,NA,NA,4.666666667,NA
nhdhr_86277937,0.437644876,MN,large_fingerling,age_1,none,2006,236.5255295,46.58212274,-95.78856202,1.375454014,2565.252709,44.16902117,mesotrophic,23.65072393,0.616113744,18.89508629,NL,NA,NA,1,NA
nhdhr_82553304,0.427882828,MN,large_fingerling,age_1,none,2007,134.4628596,46.14424166,-95.81883485,1.823048216,2690.322815,54.12870464,eutrophic,24.55696695,0.060031596,15.80024624,NL,NA,NA,0.111111111,NA
nhdhr_120018525,0.415728352,MN,large_fingerling,age_1,none,2008,246.7495353,46.68547255,-95.8553563,2.183980877,2230.120919,50.96902117,eutrophic,13.8439977,0.134281201,23.11103058,NL,NA,NA,0.166666667,NA
nhdhr_123271729,0.374397413,MN,large_fingerling,age_1,none,2009,640.0892671,47.6542031,-96.17133327,3.480388988,2225.465459,59.02389203,eutrophic,26.9149959,0.134281201,4.266909599,RSVR,NA,NA,0.166666667,NA
nhdhr_34128424,0.460654582,MN,small_fingerling,age_1,none,2010,9.981943719,45.01827886,-93.14165576,1.279807287,3131.807811,66.43400046,eutrophic,24.04341346,0.75671406,3,NL,NA,NA,2,NA
nhdhr_120019667,0.393574584,MN,large_fingerling,age_1,none,2007,123.951321,45.20837673,-93.9964212,1.532543309,2854.313262,72.24814568,hyper_eutrophic,0.976189677,0.134281201,24.56420898,NL,NA,NA,0.166666667,NA
nhdhr_120019843,0.38985493,MN,large_fingerling,age_1,none,2006,403.5404986,45.31747196,-94.03920462,1.783475257,2710.285326,54.94676617,eutrophic,27.95258478,0.255924171,20.59930038,NL,NA,NA,0.25,NA
nhdhr_167258106,0.405762487,MN,fry,yoy,combo,2006,4007.537143,46.44631823,-94.35106703,2.78868992,2527.649286,49.0914657,mesotrophic,708.6646732,0.341708543,23,RSVR,NA,11.38,0.333333333,NA
nhdhr_167258106,0.386563399,MN,fry,yoy,combo,2009,4007.537143,46.44631823,-94.35106703,2.78868992,2239.873851,57.13587722,eutrophic,704.921726,0.884422111,23,RSVR,NA,159.15,0.4,NA
nhdhr_47724525,0.322770603,MN,fry,yoy,combo,2009,428.3046705,47.21375209,-95.18516341,3.01733786,2001.696982,64.00106235,eutrophic,1050.653964,0.859296482,13.7122612,RSVR,NA,139.75,0.416666667,NA
nhdhr_120020836,0.439040913,MN,fry,yoy,combo,2005,2481.855761,46.43268514,-94.24128147,1.810543178,2469.398556,43.91190757,mesotrophic,1587.52175,0.447236181,27.43066216,NL,NA,18.41,0.933333333,NA
nhdhr_120020836,0.41985358,MN,fry,yoy,combo,2008,2481.855761,46.43268514,-94.24128147,1.810543178,2214.408101,46.35813221,mesotrophic,1571.404778,0.48241206,27.43066216,NL,NA,28.1,0.533333333,NA
nhdhr_120020836,0.358571189,MN,fry,yoy,combo,2011,2481.855761,46.43268514,-94.24128147,1.810543178,2384.567105,55.73201125,eutrophic,1571.404778,0.64321608,27.43066216,NL,NA,54.05,1.266666667,NA
nhdhr_120020835,0.359662287,MN,fry,yoy,combo,2009,668.3804624,46.45777271,-94.28287554,1.128952405,2274.760897,49.65903464,mesotrophic,938.088462,0.472361809,15.54156399,NL,NA,26.59,0.533333333,NA
nhdhr_120020835,0.420732884,MN,fry,yoy,combo,2012,668.3804624,46.45777271,-94.28287554,1.128952405,2615.786797,52.34465254,eutrophic,938.088462,0.673366834,15.54156399,NL,NA,63.81,0.266666667,NA
nhdhr_58126421,0.388582585,MN,fry,yoy,combo,2006,383.6800398,45.82091848,-95.42201551,1.269138808,2618.533428,54.94676617,eutrophic,1304.149156,0.763819095,24.38281059,NL,NA,88.78,0.5,NA
nhdhr_58126421,0.319046393,MN,fry,yoy,combo,2010,383.6800398,45.82091848,-95.42201551,1.269138808,2576.83016,54.15037499,eutrophic,1303.033643,0.43718593,24.38281059,NL,NA,17.83,0.083333333,NA
nhdhr_86365847,0.378842174,MN,large_fingerling,age_1,combo,2013,98.62282903,45.79442828,-95.61708624,1.56188308,2556.513035,56.83462445,eutrophic,46.13536282,0.287519747,5.485744953,NL,NA,NA,0.333333333,NA
nhdhr_90768737,0.389054798,MN,fry,yoy,combo,2009,1188.152559,47.81205572,-94.23712273,1.597417892,1980.353253,59.45492826,eutrophic,1514.95697,0.864321608,10.66747952,NL,NA,142,0.066666667,NA
nhdhr_132542282,0.346973572,MN,fry,yoy,combo,2008,172.4137723,43.6266949,-95.08393335,1.280339743,2783.107294,71.23008425,hyper_eutrophic,1211.121346,0.969849246,2.99104476,NL,NA,351.51,5.666666667,NA
nhdhr_45337429,0.294284721,MN,fry,yoy,none,2005,412.1284093,45.06483878,-94.79459122,1.570307193,2738.319034,67.13118852,eutrophic,2562.7862,0.738693467,2.743065596,NL,NA,84,0.5,NA
nhdhr_120018205,0.284625588,MN,fry,yoy,none,2005,57.51484376,45.08154769,-94.81719361,1.34999485,2847.101142,69.58183886,hyper_eutrophic,1183.277143,0.452261307,3.351389647,NL,NA,20,0.5,NA
nhdhr_45338615,0.32155808,MN,fry,yoy,none,2005,433.4949666,44.96411319,-94.87507068,1.089544059,2742.530453,69.0819737,hyper_eutrophic,2500.679554,0.346733668,2.123235226,NL,NA,12,6.5,NA
nhdhr_120018221,0.355826461,MN,fry,yoy,combo,2005,1048.383583,44.99535516,-94.92694155,1.796564786,2929.89846,68.96684431,eutrophic,2077.755733,0.16080402,5.486107826,NL,NA,2,0.571428571,NA
nhdhr_82955999,0.32953307,MN,fry,yoy,none,2008,250.936159,45.1437037,-95.02771484,2.111792212,2657.259136,77.36965594,hyper_eutrophic,1304.694394,0.959798995,7.298998833,NL,NA,308,10.33333333,NA
nhdhr_120018365,0.291060229,MN,fry,yoy,none,2008,199.2862598,45.13484317,-95.05220848,2.021009414,2602.895089,71.20294234,hyper_eutrophic,2541.876197,0.989949749,2.151154757,NL,NA,472,2,NA
nhdhr_82955901,0.242695093,MN,fry,yoy,none,2013,251.5024239,45.17677503,-95.10202006,2.425710492,2710.988159,72.4821722,hyper_eutrophic,2813.976856,0.974874372,4.266970634,RSVR,NA,360,0.5,NA
nhdhr_166868535,0.429447175,MN,fry,yoy,none,2006,1439.97858,47.49946487,-94.6044027,2.085721524,2329.307569,42.55838904,mesotrophic,1458.355027,0.75879397,10.66747952,NL,NA,86.98,1.333333333,NA
nhdhr_166868535,0.408298742,MN,fry,yoy,none,2010,1439.97858,47.49946487,-94.6044027,2.085721524,2389.458084,44.639471,mesotrophic,1538.852752,0.748743719,10.66747952,NL,NA,84.22,0.866666667,NA
nhdhr_82958539,0.436723812,MN,fry,yoy,none,2008,65.98643639,44.51448797,-96.29030572,1.317239404,2545.276669,65.97297534,hyper_eutrophic,1265.805589,0,2.742743969,NL,NA,0,0.75,NA
nhdhr_82958539,0.278123318,MN,fry,yoy,none,2011,65.98643639,44.51448797,-96.29030572,1.317239404,2553.146795,72.17782046,hyper_eutrophic,1697.318512,0.638190955,2.742743969,NL,NA,54,0.5,NA
nhdhr_82958467,0.354335146,MN,fry,yoy,none,2007,75.64393953,44.53909836,-96.32911866,1.260480189,2900.414998,69.32367691,hyper_eutrophic,1400.455881,0.773869347,2,NL,NA,92,9,NA
nhdhr_82958467,0.348284139,MN,fry,yoy,none,2013,75.64393953,44.53909836,-96.32911866,1.260480189,2627.381003,73.44081575,hyper_eutrophic,1374.862291,1,2,NL,NA,941.98,7,NA
nhdhr_122851980,0.179468691,MN,fry,yoy,none,2007,618.6213086,44.49356658,-96.45603666,2.179449972,2886.417477,70.5709939,hyper_eutrophic,1310.905377,0.56281407,2.4384,RSVR,NA,40.8,0.125,NA
